,Text,Speaker,Season
1422, When? Skyler I was medicated. I mean I could have said the world was flat.,Walter,2
1423, Alright tell you what. Both of you pull it out your butts right now or I go grab a flashlight and some pliers and go exploring.,Hank,2
1424, Okay... [gets up],Walter,5
1425, Is this a five or an S?,Hank,4
1426, Right before your surgery I asked if you had packed your cell phone and you said Which one?,Skyler,5
1427, Why would I do that?,Walter,4
1428, Prove it. Pee in that.,Walter,2
1429, [starts to head outside] Solid zinc...,Jesse,4
1430,,Jesse,5
1431, We got to be Tuco. Alright cut out the middle man run our own game.,Hank,2
1432, How significant?,Hank,3
1433, Sooner or later this is gonna happen. If you want your exponential growth guys are gonna get busted. Simple as that.,Hank,3
1434, Are you actually this stupid...,Walter,2
1435, I have it coming. I deserve this.,Walter,5
1436, Conjecture yes. And conjecture isnt helping.,Walter,2
1437, Snap out of it. All right first off everything you did you did for your family. Right?,Jesse,3
1438, Why are you here?,Hank,1
1439, No please no! God please no! Oh God I dont wanna die!,Hank,5
1440, Tuco. Tuco hey why dont we just all relax huh?,Walter,1
1441, I have it coming. I deserve this.,Walter,3
1442, What? You kidding me? This is the guy you want. This is the guy Id hire.,Jesse,2
1443, Are you actually this stupid...,Walter,5
1444, [in a calm tone] - Then what do you suggest we do? I dont think either of us are eager to jump into bed with another Tuco.,Walter,5
1445, Oh God thats beautifully done.,Walter,5
1446, So we can cook.,Walter,3
1447, I mean two would probably work I guess yeah.,Jesse,5
1448, No no it cannot be blind luck or some imaginary relative who saves us. No I earned that money. Me! And now my son created his own website – SaveWalterWhite.com. Soliciting anonymous donations. Do you have any idea how that makes me feel?,Walter,5
1449, Yeah yeah yeah thats it. While you were cooking you know he was watching one of those uh those uh telenovels yknow with all those ripe honeys on it? Yknow he was really into it. I told you not to change the channel man! Yknow dude needs his eye candy. Thats it!,Hank,5
1450, Three entire bags of Funyuns?,Walter,5
1451, What?,Hank,4
1452, Look I know some guys alright? I can create a network. Look we control production and distribution. That way we stay off the front lines while moving some serious glass. I mean the point here is to make money right? Sky high stacks!,Jesse,4
1453, Could you just state the facts?,Walter,2
1454, But then it got me thinking again about the all the strange behavior. Not the least of which was the disappearance. Out of my mind with worry calling hospitals checking the morgue. Your fugue state? I had to believe that didnt I? I had to find a way. I mean who would lie about such a thing?,Skyler,4
1455, No why dont you grow up mom? Jenny wanted me here! Alright I was the one who took care of her. Alright I took her to her appointments and made her lunch everyday. I earned this!,Hank,2
1456, The man who invented the diamond. All right. H. Tracy Hall – write this name down. Dr. Hall invented the first reproducible process for making synthetic diamonds. I mean this is way back in the 50s. Now today synthetic diamonds are used in oil drilling electronics multi-billion dollar industries. Now at the time Dr. Hall worked for General Electric and he made them a fortune. I mean incalculable. You want to know how GE rewarded Dr. Hall? A $10 U.S. savings bond. [Walt becomes angry but calms himself] Anyway a savings bond printed on carbon-based paper paid to a carbon-based man for something he made out of...carbon.,Walter,4
1457, Jeez.,Hank,1
1458,,Skyler,3
1459, What?,Walter,3
1460, Oh cmon this is bullshit! I mean look at this dude alright? He doesnt even know what planet hes living on!,Jesse,4
1461, Im going to Hank and Maries for the weekend.,Skyler,2
1462, [sarcastically] Ooh this is the guy youd hire.,Walter,2
1463, So you plan to uh ice Gonzo like...future tense?,Hank,5
1464, Did he mention my name?,Walter,4
1465, My rainy day fund $68000 okay? Cue ball son of a bitch laughed in my face. Now I got like eighty bucks to my name.,Jesse,2
1466, I woke up. I found her. Thats all I know.,Hank,2
1467, You have a good rest of your life kid.,Hank,2
1468, I deserve this.,Hank,5
1469, Wanna cook?,Walter,1
1470, No why dont you grow up mom? Jenny wanted me here! Alright I was the one who took care of her. Alright I took her to her appointments and made her lunch everyday. I earned this!,Jesse,2
1471, [starts to head outside] Solid zinc...,Hank,5
1472, I woke up. I found her. Thats all I know.,Jesse,3
1473, Whatd you do huh? Shes lying there dying and where the hell are you?,Hank,5
1474, But first things first we gotta get more dealers yknow foot soldiers alright? Now theyll be working for you youre working for me and Im working for you. You follow me? Layered like nachos. Exponential growth. Thats success with a capital S.,Hank,4
1475, Well take our time and stay cautious. Sell off what we have and then...well then I guess Im done.,Walter,2
1476, Can he get it running again?,Walter,5
1477, Mr. White you kicked its ass yo! [Walter motions for Jesse to quiet down] No! You must be so psyched!,Jesse,2
1478, Oh well heil Hitler bitch! And let me tell you something else. We flipped a coin okay? You and me. You and me! Coin flip is sacred! Your job is waiting for you in that basement as per the coin!,Hank,1
1479, Uh yeah?,Jesse,4
1480, I remember oh I remember. That you cook I sell. That was the division of labor when we started all this. And thats exactly how we should have kept it! Cause I sure as hell didnt find myself locked in a trunk or on my knees with a GUN to my head before your greedy old ass came along alright?,Hank,2
1481, No please no! God please no! Oh God I dont wanna die!,Jesse,2
1482, What is that? Conjecture? Are you basing that on that hes got a normal healthy brain or something? Did you not see him beat a dude to death for like nothing? And that way–that way he just kept staring at us. Saying Youre done. Youre done?! You wanna know what that means? I will tell you what that means! That means exactly how it sounds yo! Alright we are witnesses we are loose ends! Right now Tucos thinking Yeah hey they cook good meth but can I trust them? What happens when he decides no?,Hank,5
1483, Partners in what? What exactly do you do here Ive been meaning to ask. Because Im the producer right? I cook. But from what I can tell you are just a drug addict! You are a pathetic junkie too stupid to understand and follow simple rudimentary instructions! Too stupid to–,Walter,4
1484, What you said in the desert I get it. What you meant. I deserve whatever happens.,Hank,4
1485, So youre going to what? Snort meth off a bowie knife? Youre gonna beat your homies to death when they dis you?,Walter,4
1486, You wanna know how much Ive got left? After completing my first round of treatment and financing the worlds most expensive alibi? Zero. Zip. Nothing.,Walter,4
1487, Oh thank God!,Jesse,3
1488, Dude! No way!,Hank,3
1489, So this is what? Blackmail?,Walter,5
1490, Oh we are dead. Dead men! Muerto or muerte or however the hell you...Jesus...,Jesse,3
1491, No he just walks backwards.,Jesse,2
1492, Is New Zealand part of Australia?,Jesse,2
1493, Let him bleed.,Walter,2
1494, 3-A.,Walter,1
1495, Hey! Bring. The bottle. Back.,Walter,3
1496, in rushing tone] I woke up. I found her. Thats all I know. I woke up. I found her. Thats all I know.,Jesse,2
1497, I woke up. I found her. Thats all I know.,Jesse,4
1498, Whatd you do huh? Shes lying there dying and where the hell are you?,Jesse,4
1499, Thats not how it happened.,Jesse,3
1500, What would you know about me Gretchen? What would your presumption about me be exactly? That I should go begging for your charity and you waving your checkbook around like some magic wand is going to make me forget how you and Elliott – how you and Elliott – cut me out?,Walter,5
1501, Fulminated mercury and a little tweak of chemistry.,Walter,1
1502, Its clean.,Hank,4
1503, I remember oh I remember. That you cook I sell. That was the division of labor when we started all this. And thats exactly how we should have kept it! Cause I sure as hell didnt find myself locked in a trunk or on my knees with a GUN to my head before your greedy old ass came along alright?,Hank,3
1504, Yo why would you want this lame-ass job anyway? I mean no offense.,Hank,1
1505, How much did you get for the deal?,Hank,2
1506, Oh-ho!,Hank,4
1507, Tuco cmon hey hes theres clearly some dementia. Hes not lucid.,Walter,5
1508, What you said in the desert I get it. What you meant. I deserve whatever happens.,Jesse,3
1509, Well take our time and stay cautious. Sell off what we have and then...well then I guess Im done.,Walter,4
1510, Have a seat. Please. [Gus sits down across from Walt] I would like to know why you wouldnt meet with me yesterday.,Walter,4
1511, What are we building?,Hank,3
1512, So whatre you saying? Like I shot someone with like a gun?,Jesse,2
1513, I dont suppose you could buy two bins... [makes a sawing motion] Legs in one torso in the other?,Walter,1
1514, Your freaking wife told me when she was here all up on my shit! Yeah thats right. She almost caught me moving Emilio! Good job wearing the pants in the family! And why did you go telling her I was selling you weed?,Hank,1
1515, I want you to handle it.,Walter,3
1516, They sweated me plenty but they finally cut me loose. So you getting out of there?,Hank,3
1517, Your half? There is no your half of the money! There is only my all of it do you understand?! Why why should I be penalized because of your sloppiness?!,Walter,5
1518, Prove it. Pee in that.,Walter,3
1519, How about something with some protein maybe? Something green huh? How are you even alive?,Walter,5
1520, $1.2 million.,Walter,3
1521, What if Skyler had seen you huh? What then? What was the plan then genius? Hm?,Walter,4
1522, Yeah thats the thing yknow? Your scumbag brother-in-law took my rainy day fund.,Jesse,4
1523, What?,Hank,3
1524, I dont know.,Jesse,4
1525, Alright fine facts in. Fact A my phone rang like eight times last night. Dead air hang-ups every time. Second fact? Like three in the morning I saw that black Caddy of his cruising my neighborhood. No headlights.,Hank,5
1526, What is wrong with you? Why are you blue? Aw Jesus...,Walter,2
1527, The dude needs his eye candy ...,Jesse,2
1528, You are joking right? If I gave you that money you would be dead inside of a week.,Walter,4
1529, How gay are you seriously?,Jesse,2
1530, No I am not willing to do that!,Walter,3
1531, What do you mean? To like a distributor?,Jesse,1
1532, Yeah damn straight. Know why? Cause we do things my way this time or I walk! You need me more than I need you...Walt.,Hank,2
1533, Hey I said I was sorry alright? I just need my half of the money and Ill go!,Hank,2
1534, Youre damn right.,Walter,5
1535, [kicking Tuco into the shallow pit] Whos the bitch now?!,Jesse,3
1536, I told you not to change the channel Man!,Hank,3
1537, Okay now we...I mean what do we...Oh! Hey I almost forgot. [Jesse hands Walter a paper bag filled with money] So how do you want to...yknow...proceed in light of this kickass news?,Jesse,4
1538, What are we building?,Hank,4
1539, Its a whole lot of cheddar.,Jesse,4
1540, Who said anything about you?,Jesse,3
1541, Dont shoot!,Jesse,5
1542, [in a calm tone] - Then what do you suggest we do? I dont think either of us are eager to jump into bed with another Tuco.,Walter,3
1543, Snap out of it. All right first off everything you did you did for your family. Right?,Jesse,2
1544, God. This entire process has just been so... Its always been one step forward and two steps back. We need your help.,Walter,5
1545, No mom mom mom! Hey where am I supposed to go?,Hank,2
1546, I deserve this.,Hank,2
1547, This is conjecture?,Jesse,4
1548, 38 pounds. Ready to go at a moments notice. [Gus gets up] Will I hear from you?,Walter,5
1549, You got the C man alright? Youre as good as checked out already okay? You should be all like sacrificial jumping on a grenade yo. Just...,Jesse,2
1550, Smoking marijuana eating Cheetos and masturbating do not constitute plans in my book.,Walter,3
1551, Ooooh wire.,Jesse,5
1552, Well theres the money discussion. $90000 out of pocket. Maybe more.,Walter,1
1553, So this is what? Blackmail?,Walter,3
1554, So whatre you saying? Like I shot someone with like a gun?,Hank,3
1555, [kicks a toolbox toward Jesse] Brake pads!,Walter,4
1556, Yeah. I would waste him too yo.,Hank,2
1557, What is that? Conjecture? Are you basing that on that hes got a normal healthy brain or something? Did you not see him beat a dude to death for like nothing? And that way–that way he just kept staring at us. Saying Youre done. Youre done?! You wanna know what that means? I will tell you what that means! That means exactly how it sounds yo! Alright we are witnesses we are loose ends! Right now Tucos thinking Yeah hey they cook good meth but can I trust them? What happens when he decides no?,Hank,2
1558, You still wanna cook? Seriously?,Jesse,4
1559, Tuco? no man ... no more Taco... I got bills man.,Jesse,3
1560, What I came to realize is that fear thats the worst of it. Thats the real enemy. So get up. Get out in the real world. And you kick that bastard as hard as you can right in the teeth.,Walter,5
1561, [to Skyler] Our son doesnt know who Boz Scaggs is. We have failed as parents.,Walter,3
1562, No why dont you grow up mom? Jenny wanted me here! Alright I was the one who took care of her. Alright I took her to her appointments and made her lunch everyday. I earned this!,Hank,5
1563,,Hank,5
1564, You are always the picture of innocence.,Walter,4
1565, Thats not how it happened.,Jesse,5
1566, But first things first we gotta get more dealers yknow foot soldiers alright? Now theyll be working for you youre working for me and Im working for you. You follow me? Layered like nachos. Exponential growth. Thats success with a capital S.,Hank,3
1567, Yo I waited til the ball buster left. I mean no offense.,Jesse,1
1568, I dont even know what...,Jesse,3
1569, It may be blue but its the bomb.,Jesse,1
1570, Your what? What is that?,Walter,5
1571, How did you find me?,Walter,4
1572, Can he get it running again?,Walter,2
1573, How much what?,Walter,2
1574, No no it cannot be blind luck or some imaginary relative who saves us. No I earned that money. Me! And now my son created his own website – SaveWalterWhite.com. Soliciting anonymous donations. Do you have any idea how that makes me feel?,Walter,4
1575, I dont even know what...,Jesse,5
1576, Tell you what?,Walter,5
1577, With whom? Who am I having an affair with?,Walter,5
1578, Hank has offered to help since you shouldnt be doing any heavy lifting.,Skyler,3
1579, Okay. So they got names?,Hank,4
1580, Hey...no...no man. No...,Hank,4
1581, How significant?,Hank,5
1582, All right all right...,Hank,3
1583, Oh I know. I know youre not. Cause I asked her. It really took me forever to get in touch with her. She was ducking my calls for weeks. So I finally left a message What exactly is going on between you and my husband? I thought thatd get her attention and it did. So she called me back and she finally told me. The money? For your treatment? Gretchen and Elliott didnt give you a dime. They paid for nothing. You refused every offer they made you but that didnt make sense because I checked with Delcavoli in the hospital and not including your surgery were nearly paid up. Over $100000. Out of where? Out of thin air? But then I called your mother. Yeah. Thanks for that too. But I thought yknow maybe she has some money that I dont know about? Maybe she contributed? Its possible. It turns out that not only is the money not your mother she didnt even know that you have cancer. You never went to see her. I dropped you at the airport I picked you up you were gone for four days and yet she swears that you were never there. Lies on top of lies on top of lies.,Skyler,5
1584, [starts to head outside] Solid zinc...,Hank,2
1585, Ooooh wire.,Hank,3
1586, Im taking the baby with me. Marie will pick up Walter Jr. from school. You will have the house to yourself for two days. I want you to pack your things and leave.,Skyler,4
1587, The moment I do are you gonna stick me with that broken piece of plate?,Walter,1
1588, Yeah? Well you dont get to vote.,Hank,4
1589, What if Skyler had seen you huh? What then? What was the plan then genius? Hm?,Walter,2
1590, And now what? You decided to oh I dont know make your eldest son homeless? Wow great family mom!,Jesse,4
1591, I dont even know what...,Hank,5
1592, Whats it feel like?,Jesse,3
1593, Of course. I am.,Walter,4
1594, Yeah thats the thing yknow? Your scumbag brother-in-law took my rainy day fund.,Hank,3
1595, Because youre a liar Walt. Two cell phones after all.,Skyler,3
1596, No wonder.,Walter,1
1597, Not really.,Walter,1
1598, Spooge? Not Mad Dog? Not Diesel? So lemme get this straight you got jacked by a guy named Spooge?,Jesse,5
1599, [squints eyes at Jesse] Youve got bills?,Walter,4
1600, I dont know.,Jesse,2
1601, Okay can you at least tell me why?,Walter,2
1602, And–and–and bring me... brake pads! The front wheels should have discs. Take them off and bring them to me.,Walter,5
1603, I dont think I am.,Walter,2
1604, Heisenberg.,Walter,1
1605, Because he does what I say. Because I can trust him.,Walter,3
1606, The game has changed yo. This is our city alright? All of it. The whole damn place. Our territory. Were staking our claim. Yo we sell when we want where we want. Were gonna be kings understand? Well Im gonna be king and you guys will be like princes or dukes or something.,Hank,3
1607, Yeah yeah I got a bunch of em!,Jesse,3
1608, Yo you wanna go shopping go do it yourself alright? I got plans.,Hank,4
1609, Long story. Lets just say it starts with my parents being greedy kleptomaniac douchebags.,Jesse,4
1610, Why?,Hank,4
1611, But first things first we gotta get more dealers yknow foot soldiers alright? Now theyll be working for you youre working for me and Im working for you. You follow me? Layered like nachos. Exponential growth. Thats success with a capital S.,Hank,5
1612, Spooge? Not Mad Dog? Not Diesel? So lemme get this straight you got jacked by a guy named Spooge?,Hank,4
1613, And thatll cut through a lock? Because this is supposed to be one big-ass lock.,Jesse,1
1614, No I am not willing to do that!,Walter,5
1615, Jesus Skyler. Get me a Bible to swear on if thats what it takes. I am not having an affair with Gretchen!,Walter,3
1616, You got a problem with that?,Walter,1
1617, No he just walks backwards.,Hank,4
1618, ...to come to my house and park on my street driving this vehicle? I mean what the hell is wrong with you?! Im really asking!,Walter,2
1619, Whatd you do huh? Shes lying there dying and where the hell are you?,Jesse,5
1620, There was no fugue state. I remember everything. The truth is I couldnt stand to spend another second in that house. I just had to...get out. And so I left. I didnt think about it I just did it. I walked for a long time and when I couldnt walk anymore I hitchhiked. I got as far as Gallup. And then it was just time to come home.,Walter,4
1621, Pay phone?,Walter,3
1622, Yeah? You shot an ounce? In a day and a half?,Jesse,4
1623, What? What does that even mean?,Jesse,4
1624, Gone to your lymph nodes.,Jesse,1
1625, The bottle. Now.,Walter,2
1626, We tried to poison you. We tried to poison you because you are an insane degenerate piece of filth and you deserve to die.,Walter,2
1627, Ha!,Walter,2
1628, I dont know.,Hank,2
1629, Is New Zealand part of Australia?,Hank,2
1630, Lets get something straight. This – the chemistry – is my realm. I am in charge of the cooking. Out there on the street you deal with that. As far as our customers go I dont want to know anything about them. I dont need to see them. I dont want to hear from them. I want no interaction with them whatsoever. This operation is you and me and Im the silent partner. You got any issues with that?,Walter,1
1631, The upshot is that I have radiation pneumonitis.,Walter,3
1632, Do you... do you have any money? Change I mean coins?,Walter,4
1633, Yeah thats the thing yknow? Your scumbag brother-in-law took my rainy day fund.,Jesse,3
1634, But first things first we gotta get more dealers yknow foot soldiers alright? Now theyll be working for you youre working for me and Im working for you. You follow me? Layered like nachos. Exponential growth. Thats success with a capital S.,Jesse,5
1635, Dont shoot!,Hank,2
1636, So no pseudo?,Hank,1
1637, What?,Hank,4
1638, You could charge twice the current rate for what I provide and your customers would pay it hands down. Now who I choose to do business with on my end is not your problem. You wont see him you wont interact with him. Forget he exists.,Walter,3
1639, Alright say we set up one last sale this is providing he doesnt decide to waste us before then. Now every time we bring in a new batch he always tests the product right? So as his head is down yknow giving it a snort just pop pop pop!,Hank,4
1640,,Jesse,4
1641, When? Skyler I was medicated. I mean I could have said the world was flat.,Walter,4
1642, I was told that the man Id be meeting with was very careful. A cautious man. I believe we are alike in that way. If you are who I think you are you should give me another chance.,Walter,4
1643, White residence.,Walter,4
1644, Oh I mean...,Hank,3
1645, Is New Zealand part of Australia?,Jesse,4
1646, Is this a five or an S?,Jesse,3
1647, Yeah. I would waste him too yo.,Jesse,5
1648, Yeah yeah I got a bunch of em!,Hank,4
1649, You got the C man alright? Youre as good as checked out already okay? You should be all like sacrificial jumping on a grenade yo. Just...,Hank,4
1650, Yeah yeah this is gonna help big time with that. BITCH!,Hank,3
1651, in rushing tone] I woke up. I found her. Thats all I know. I woke up. I found her. Thats all I know.,Hank,4
1652, The dude needs his eye candy ...,Jesse,3
1653, What are you talking about?,Hank,4
1654, I dont vote for this plan. Im not comfortable bringing in unknown entities into our operation.,Walter,4
1655, Mr. White you kicked its ass yo! [Walter motions for Jesse to quiet down] No! You must be so psyched!,Hank,4
1656, Right before your surgery I asked if you had packed your cell phone and you said Which one?,Skyler,3
1657, You tell me Skyler. You tell me exactly what it is you think Im lying about. What an affair? Im having an affair? Is that what you think?,Walter,2
1658, I dont vote for this plan. Im not comfortable bringing in unknown entities into our operation.,Walter,5
1659, All I ever managed to do was worry and disappoint them. And lie. Oh God the lies...I cant even...cant even keep them straight in my head anymore...,Walter,4
1660, Uh yeah?,Hank,5
1661, Mr. White you kicked its ass yo! [Walter motions for Jesse to quiet down] No! You must be so psyched!,Hank,2
1662, Nobody.,Jesse,4
1663, We got to be Tuco. Alright cut out the middle man run our own game.,Jesse,4
1664, A robot?,Hank,5
1665, What? You kidding me? This is the guy you want. This is the guy Id hire.,Jesse,3
1666, Whats going on?,Skyler,4
1667, Oh we are dead. Dead men! Muerto or muerte or however the hell you...Jesus...,Jesse,4
1668, No look I know this isnt an optimal situation...,Jesse,4
1669, Weve had some extenuating circumstances.,Walter,5
1670, How significant?,Jesse,3
1671, No? Thats not the point?,Hank,2
1672, What?,Jesse,5
1673, I dont know. Just...doesnt it seem like...somethings missing?,Walter,1
1674, This is conjecture.,Walter,3
1675, Oh thank God!,Hank,2
1676, Spooge? Not Mad Dog? Not Diesel? So lemme get this straight you got jacked by a guy named Spooge?,Hank,2
1677, Skyler...,Walter,2
1678, Yo you wanna go shopping go do it yourself alright? I got plans.,Jesse,2
1679, Tuco? no man ... no more Taco... I got bills man.,Hank,4
1680, You got the C man alright? Youre as good as checked out already okay? You should be all like sacrificial jumping on a grenade yo. Just...,Hank,3
1681, Thats awesome! Serious? Thats...thats...thats great man! My aunt she never...I mean yknow at your stage I didnt even think that could happen.,Jesse,5
1682, We tried to poison you. We tried to poison you because you are an insane degenerate piece of filth and you deserve to die.,Walter,4
1683, Pay phone?,Walter,2
1684, No please no! God please no! Oh God I dont wanna die!,Jesse,3
1685, There was no fugue state. I remember everything. The truth is I couldnt stand to spend another second in that house. I just had to...get out. And so I left. I didnt think about it I just did it. I walked for a long time and when I couldnt walk anymore I hitchhiked. I got as far as Gallup. And then it was just time to come home.,Walter,2
1686, No I am just trying to understand how this works!,Walter,3
1687, Sooner or later this is gonna happen. If you want your exponential growth guys are gonna get busted. Simple as that.,Hank,4
1688, The picture of innocence. Just sweetness and light.,Walter,4
1689, Yeah thats the thing yknow? Your scumbag brother-in-law took my rainy day fund.,Hank,4
1690, What? Im just saying.,Jesse,1
1691, Hey...no...no man. No...,Jesse,4
1692, Wait so is it two or is it three?,Walter,3
1693, I woke up. I found her. Thats all I know.,Hank,4
1694, Is this a five or an S?,Jesse,5
1695, Prove it. Pee in that.,Walter,4
1696, Look its got five bullets. I finally figured out how to...[Jesse struggles to open the gun]...look I just finally...[Jesse gives up]...I figured it out. I say we get a second gun. Right? For you? I mean dont we like double our chances? I mean mathematically?,Hank,5
1697, Yeah. I would waste him too yo.,Jesse,3
1698, Well were set. Boys are ready. Gonna make some mad cheddar yo. [Walter looks at Jesse] Cheddar Mr. White. Fat stacks. Dead Presidents. Cash money. Were gonna own this city.,Jesse,4
1699, Nah come on Man some straight like you giant stick up his ass all of a sudden at age what 60 hes just gonna break bad?,Jesse,1
1700, All right all right...,Jesse,2
1701, Hey...no...no man. No...,Jesse,2
1702, Bad enough. She didnt last long.,Jesse,1
1703, [kicks a toolbox toward Jesse] Brake pads!,Walter,5
1704, Hey I said I was sorry alright? I just need my half of the money and Ill go!,Hank,4
1705,   ,Marie,2
1706, 38 pounds. Ready to go at a moments notice. [Gus gets up] Will I hear from you?,Walter,4
1707, What? What does that even mean?,Jesse,3
1708, Whats it feel like?,Jesse,5
1709, And now what shall we use to conduct this beautiful current with hm? What one particular element comes to mind hm? [Walter holds up a copper wire] Hmm?,Walter,3
1710, I deserve this.,Jesse,3
1711, Yeah you know...what you call...a debrief? Maybe we could like...I thought we could debrief.,Jesse,1
1712, And now what shall we use to conduct this beautiful current with hm? What one particular element comes to mind hm? [Walter holds up a copper wire] Hmm?,Walter,5
1713, No if he wanted to kill us he would have done it at the junkyard.,Walter,4
1714, Jesus Skyler. Get me a Bible to swear on if thats what it takes. I am not having an affair with Gretchen!,Walter,5
1715, Marie...,Skyler,3
1716, 38 pounds. Ready to go at a moments notice. [Gus gets up] Will I hear from you?,Walter,2
1717, At this time...$16000.,Walter,2
1718, Okay. So they got names?,Hank,5
1719, What?,Hank,3
1720, What is that? Conjecture? Are you basing that on that hes got a normal healthy brain or something? Did you not see him beat a dude to death for like nothing? And that way–that way he just kept staring at us. Saying Youre done. Youre done?! You wanna know what that means? I will tell you what that means! That means exactly how it sounds yo! Alright we are witnesses we are loose ends! Right now Tucos thinking Yeah hey they cook good meth but can I trust them? What happens when he decides no?,Jesse,5
1721, White residence.,Walter,2
1722, I have spent my whole life scared – frightened of things that could happen might happen might not happen. Fifty years I spent like that. Finding myself awake at three in the morning. But you know what? Ever since my diagnosis I sleep just fine.,Walter,3
1723, Honey we have been over this. Asked and answered right? There–,Walter,3
1724,,Walter,2
1725, Seriously I got dudes that would give their left nut for a little more.,Jesse,1
1726, Is this a five or an S?,Jesse,4
1727, Hey hey! What the hell yo? I thought this was just a wake-up call!,Jesse,2
1728, How much?,Jesse,4
1729, God. This entire process has just been so... Its always been one step forward and two steps back. We need your help.,Walter,2
1730, Yeah. I mean I used to until you killed him.,Hank,1
1731, Why would I do that?,Walter,2
1732, Okay. You?,Walter,2
1733, Since when?,Walter,3
1734, Actually its not as bad as it sounds. Its a fairly common occurrence. Easily treated. In fact the news is all good.,Walter,4
1735, Uh yeah?,Jesse,2
1736, Rent yo. Responsibilities and what not. Ive already lost more than Ive made and I am tired of dicking around out here. [takes a sip of his beer],Jesse,3
1737, No man he doesnt know shit okay? The plan worked. He bought it. I got bills due man. Im screwed.,Hank,4
1738, Look that is completely uncool alright? We agreed 50/50 partners!,Hank,2
1739, I woke up. I found her. Thats all I know.,Hank,3
1740, Sooner or later this is gonna happen. If you want your exponential growth guys are gonna get busted. Simple as that.,Hank,5
1741, You tell me Skyler. You tell me exactly what it is you think Im lying about. What an affair? Im having an affair? Is that what you think?,Walter,3
1742, Nobody.,Hank,4
1743, What are you waiting for? Bring it back!,Walter,4
1744, [kicking Tuco into the shallow pit] Whos the bitch now?!,Hank,5
1745, We got to be Tuco. Alright cut out the middle man run our own game.,Hank,4
1746, Is New Zealand part of Australia?,Hank,5
1747, And perhaps I was overly ambitious. In any case its not gonna happen that way anymore.,Walter,4
1748, Stay out of my territory.,Walter,5
1749, God...,Walter,5
1750, So you plan to uh ice Gonzo like...future tense?,Jesse,4
1751, Dont shoot!,Jesse,4
1752, Thats Backwardo. Oh wait no actually I changed it to Rewindo. Anyways he goes backwards. He can make everything go in reverse.,Hank,4
1753, So whatre you saying? Like I shot someone with like a gun?,Jesse,3
1754, Uh yeah?,Jesse,3
1755, No he just walks backwards.,Hank,3
1756, Oh-ho!,Hank,5
1757, Whats wrong with it? Its private.,Walter,1
1758, What?,Jesse,3
1759, Seven months. I get it now. Thats why youre doing all this. You want to make some cash for your people before you check out.,Jesse,1
1760, I remember oh I remember. That you cook I sell. That was the division of labor when we started all this. And thats exactly how we should have kept it! Cause I sure as hell didnt find myself locked in a trunk or on my knees with a GUN to my head before your greedy old ass came along alright?,Hank,4
1761, Let him bleed.,Walter,3
1762, I dont know.,Jesse,3
1763, What?,Walter,4
1764, Skyler...Skyler dont do this please. I...I...Skyler please dont go. [Skyler tries to close the car door but Walter stops her] If I tell you the truth will you stay? Stay and I will tell you everything.,Walter,5
1765, No man he doesnt know shit okay? The plan worked. He bought it. I got bills due man. Im screwed.,Hank,5
1766, What are you talking about?,Jesse,4
1767, Touch base?,Walter,1
1768, With whom? Who am I having an affair with?,Walter,4
1769, Look its got five bullets. I finally figured out how to...[Jesse struggles to open the gun]...look I just finally...[Jesse gives up]...I figured it out. I say we get a second gun. Right? For you? I mean dont we like double our chances? I mean mathematically?,Jesse,3
1770, I dont care. We agreed...[Skyler walks by]...no amount of pay-per-view channels is going to make a difference. Honey were happy with our cable provider right? Yep were happy. [Walter hangs up],Walter,4
1771, Jesse...Jesse...Your body is running dangerously low on electrolytes. Sodium potassium calcium...and when theyre gone your brain ceases to communicate with the muscles. Your lungs stop breathing. Your heart stops pumping. You go marching out there and within an hour you will be dead.,Walter,5
1772, So what? Youre just doing this out of the kindness of your heart?,Walter,2
1773, What?,Hank,5
1774, Its copper.,Walter,2
1775, Funyuns are awesome.,Hank,5
1776, So we can cook.,Walter,4
1777, Yo.,Hank,1
1778, Not a clue.,Jesse,1
1779, [squints eyes at Jesse] Youve got bills?,Walter,5
1780, $600000 each.,Hank,4
1781, Yeah three shots or I dunno two?,Hank,5
1782, Nice job wearing the pants.,Walter,4
1783, This is...This is like a...a non-criminals idea of a drug meet. This is like Oh I saw this in a movie. Ooh look at me.,Jesse,1
1784, Alright I will admit to a bit of a learning curve.,Walter,4
1785, I told you not to change the channel Man!,Jesse,4
1786, Yeah. Thats pretty much the size of it.,Walter,2
1787, A blow fish think about it. Small in stature not swift not cunning easy prey for predators. But the blow fish has a secret weapon doesnt he? Doesnt he? What does the blow fish do Jesse? What does the blow fish do?,Walter,4
1788, How about the basement?,Walter,2
1789, I beg your pardon? This is a partnership remember?,Walter,5
1790, Nothing. Im sorry I just...,Hank,4
1791, But first things first we gotta get more dealers yknow foot soldiers alright? Now theyll be working for you youre working for me and Im working for you. You follow me? Layered like nachos. Exponential growth. Thats success with a capital S.,Hank,2
1792, Four pounds. Four pounds – like two pounds wasnt bad enough. Were talking two – three-hundred boxes of sinus pills. There aint that many Smurfs in the world.,Hank,1
1793, Yo its me. Is this a good time?,Jesse,2
1794, No man he doesnt know shit okay? The plan worked. He bought it. I got bills due man. Im screwed.,Jesse,2
1795, Whatd you do huh? Shes lying there dying and where the hell are you?,Hank,3
1796, Eighty percent.,Walter,2
1797, We got to be Tuco. Alright cut out the middle man run our own game.,Jesse,5
